OTUID	A1_tag01_tag01_4	A1_tag02_tag02_4	A1_tag03_tag03_4	A2_tag04_tag04_4	A2_tag05_tag05_4	A2_tag06_tag06_4	A3_tag07_tag07_4	A3_tag08_tag08_4	A3_tag09_tag09_4	B1_tag10_tag10_4	B1_tag11_tag11_4	B1_tag12_tag12_4	B2_tag26_tag26_4	B2_tag27_tag27_4	B2_tag28_tag28_4	B3_tag29_tag29_4	B3_tag31_tag31_4	B3_tag32_tag32_4	C1_tag33_tag33_4	C1_tag34_tag34_4	C1_tag35_tag35_4	C2_tag36_tag36_4	C2_tag37_tag37_4	C2_tag38_tag38_4	C3_tag51_tag51_4	C3_tag52_tag52_4	C3_tag53_tag53_4	D1_tag54_tag54_4	D1_tag55_tag55_4	D1_tag56_tag56_4	D2_tag61_tag61_4	D2_tag62_tag62_4	D2_tag63_tag63_4	D3_tag01_tag01_5	D3_tag02_tag02_5	D3_tag03_tag03_5	E1_tag04_tag04_5	E1_tag05_tag05_5	E1_tag06_tag06_5	E2_tag07_tag07_5	E2_tag08_tag08_5	E2_tag09_tag09_5	E3_tag10_tag10_5	E3_tag11_tag11_5	E3_tag12_tag12_5	F1_tag26_tag26_5	F1_tag27_tag27_5	F1_tag28_tag28_5	F2_tag29_tag29_5	F2_tag31_tag31_5	F2_tag32_tag32_5	F3_tag33_tag33_5	F3_tag34_tag34_5	F3_tag35_tag35_5	G1_tag36_tag36_5	G1_tag37_tag37_5	G1_tag38_tag38_5	G2_tag51_tag51_5	G2_tag52_tag52_5	G2_tag53_tag53_5	G3_tag54_tag54_5	G3_tag55_tag55_5	G3_tag56_tag56_5	NC_tag61_tag61_5	NC_tag62_tag62_5	NC_tag63_tag63_5	PNC55_tag76_tag76_1	PNC55_tag77_tag77_1	PNC55_tag78_tag78_1	PNC56_tag76_tag76_2	PNC56_tag77_tag77_2	PNC56_tag78_tag78_2	PNC57_tag85_tag85_3	PNC57_tag86_tag86_3	PNC57_tag87_tag87_3	PNC58_tag64_tag64_4	PNC58_tag65_tag65_4	PNC58_tag66_tag66_4	PNC59_tag64_tag64_5	PNC59_tag65_tag65_5	PNC59_tag66_tag66_5
HAP054	130	59	95	38	78	46	105	62	34	54	43	19	55	50	17	41	19	68	29	45	22	34	92	17	61	65	17	31	17	48	70	28	75	40	49	66	36	90	21	17	51	94	86	49	41	38	13	13	64	13	16	8	20	36	39	47	31	29	31	34	27	46	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP055	263	19	4	0	0	0	111	15	14	34	22	15	0	0	0	8	19	9	0	0	0	20	22	7	25	27	5	8	6	6	33	14	53	102	13	4	11	8	10	21	8	15	13	16	23	0	0	0	0	0	0	0	0	0	0	0	0	12	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP056	4476	2214	2220	2898	3938	3276	10035	6692	2499	11766	8164	8423	15070	30282	10267	8531	6961	10212	10315	7980	8376	7461	24754	8136	16840	18346	8466	12952	6870	12054	19580	17798	28724	12272	12151	15554	7849	15001	9614	8415	22729	20562	25762	17018	15848	4977	3302	2775	7472	5492	4540	2883	2576	11260	8430	7206	6340	9964	7462	8826	6200	11927	8760	115	94	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP058	0	0	0	10	6	9	0	0	0	0	0	0	0	0	0	30	5	8	0	0	0	0	0	0	0	0	0	0	0	0	69	4	8	2	8	4	0	0	0	4	6	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP006	1813	1039	751	1878	2255	3004	1909	1290	1035	1138	2050	1935	2039	5775	1207	2281	1405	2476	2138	1590	1613	1477	3933	1305	2030	1941	768	2649	1140	2205	4786	4028	5945	1400	1752	1525	3726	6759	6623	825	1860	2572	1506	3219	2536	1921	1475	932	2604	1036	778	493	565	1838	1644	2036	1159	1142	931	1256	1035	2035	1334	18	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP077	0	0	0	0	0	0	0	0	0	0	0	0	11	14	6	7	6	11	16	6	8	9	14	7	13	12	5	15	5	8	19	13	25	8	11	10	6	24	6	8	16	18	13	18	9	3	10	12	18	6	4	0	0	0	13	13	13	5	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP028	290	183	136	540	464	517	641	297	199	211	290	448	353	900	222	402	221	477	988	392	758	629	1778	357	755	877	254	704	239	521	972	795	1384	306	484	472	662	1337	622	149	669	733	479	604	573	308	407	269	286	131	130	217	230	801	598	668	276	392	284	305	291	434	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP177	201	92	66	780	719	827	893	508	263	214	272	421	289	605	82	176	122	182	270	214	213	150	641	112	206	216	86	161	50	121	256	236	408	117	147	150	128	243	151	123	245	400	247	316	312	215	150	118	183	98	119	95	149	321	335	237	147	245	113	143	146	201	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP009	20464	10860	11194	12071	13080	13093	37507	25518	13389	16863	13104	22840	12533	17189	7029	16755	13049	15489	11311	13117	8165	7818	19833	5948	13326	15833	7165	11579	6126	12300	18705	15546	30984	16846	20811	20261	7543	18619	8741	10040	32065	31764	37313	28826	30109	8261	5926	5362	10566	8454	6703	3935	6522	15065	9292	9450	8324	8892	6272	7434	5613	10046	8787	104	71	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP099	63354	41177	40162	15308	30972	22680	58633	43900	18611	32629	20477	21747	17537	24883	8724	22786	20312	25613	13674	14565	12562	9443	30672	11428	20025	20841	10472	16173	9576	17443	28489	23923	42875	22095	22288	30062	8987	25589	13774	25925	33646	36511	48543	28471	25070	16920	5937	6227	22782	17094	14117	5498	6909	18443	15895	13028	13699	10424	7721	8677	9703	18931	14746	155	107	269	0	0	0	0	0	0	0	0	0	4	12	8	0	0	0
HAP10C	17199	8213	8911	13274	27081	19359	34656	27517	10142	23828	16967	34909	11355	29435	7257	17787	17340	21593	27383	11748	26708	21388	65520	20428	26903	36583	18952	40192	24805	40769	48336	59983	84706	54311	47042	64059	25056	71215	31202	69635	96676	69191	86820	60618	75289	42082	26955	23730	43714	55252	43032	25087	43139	85480	59012	63407	57539	57827	48164	50473	37198	69123	53208	105361	58567	48577	0	0	0	0	0	0	0	0	0	11	36	5	49	48	65
HAP40C	171	55	96	93	268	147	183	134	211	234	242	297	278	394	237	372	471	524	175	41	144	239	447	146	210	292	141	408	224	621	399	581	1133	301	319	491	171	1023	340	224	553	564	467	644	780	338	225	238	760	386	335	75	66	313	746	634	304	241	338	503	459	869	819	1704	1738	2229	0	0	0	0	0	0	97	269	132	143	236	245	26	57	74
HAP20C	10571	5431	5461	6320	9260	10252	18535	14176	7473	14986	10114	20421	7388	16120	6559	13624	11660	15470	19406	24481	16731	12719	32010	10485	19375	21889	10860	27881	14723	27326	34570	33571	65131	29735	35512	34827	13130	38429	24938	37158	53473	48981	54640	44774	45195	24198	17368	19673	37223	34849	30256	17062	28040	54231	55175	41664	37654	62902	32357	36270	45848	55506	58204	103783	69304	90688	0	0	0	10	4	12	424	355	377	733	796	1036	281	270	384
